community_code,week_start,rpt_comm_pace_status,black_homesites,red_homesites,yellow_homesites,green_homesites,dirt_homesites
00886,2024-10-07,Ahead of Pace,3,8,1,10,22
00886,2024-10-14,On Pace,4,5,4,13,17
00886,2024-10-21,Ahead of Pace,1,6,6,5,16
00886,2024-10-28,On Pace,5,7,0,17,17
00886,2024-11-04,Behind Pace,1,1,3,8,17
00886,2024-11-11,On Pace,0,5,5,14,4
00886,2024-11-18,Behind Pace,5,2,0,6,13
00886,2024-11-25,On Pace,4,1,0,6,21
00886,2024-12-02,Behind Pace,4,2,1,15,5
00886,2024-12-09,On Pace,2,4,1,10,15
00886,2024-12-16,Ahead of Pace,4,4,2,12,11
00886,2024-12-23,Behind Pace,6,4,1,7,11
00886,2024-12-30,Behind Pace,1,6,5,10,9
00886,2025-01-06,Behind Pace,8,5,0,19,15
00886,2025-01-13,Very Behind Pace,3,5,0,8,29
00886,2025-01-20,Behind Pace,4,3,0,4,6
00886,2025-01-27,On Pace,8,5,3,12,14
00886,2025-02-03,Ahead of Pace,3,0,0,0,26
00886,2025-02-10,On Pace,10,0,2,2,14
00886,2025-02-17,Very Ahead of Pace,0,5,4,10,18
00886,2025-02-24,On Pace,7,0,3,8,30
00886,2025-03-03,Ahead of Pace,0,3,3,15,11
00886,2025-03-10,On Pace,0,8,0,12,6
00886,2025-03-17,Ahead of Pace,10,3,5,5,17
00886,2025-03-24,Behind Pace,0,3,0,13,12
00886,2025-03-31,Very Ahead of Pace,4,2,0,10,1
00886,2025-04-07,On Pace,3,5,2,13,8
00886,2025-04-14,On Pace,3,0,1,8,16
00886,2025-04-21,On Pace,0,2,2,7,18
00886,2025-04-28,Behind Pace,0,9,3,6,5
00886,2025-05-05,Behind Pace,2,3,3,8,9
00886,2025-05-12,Behind Pace,4,0,0,2,3
00886,2025-05-19,Behind Pace,12,0,1,17,24
00886,2025-05-26,On Pace,7,1,0,5,6
00886,2025-06-02,Ahead of Pace,1,1,2,17,18
00886,2025-06-09,Behind Pace,4,5,5,12,12
00886,2025-06-16,On Pace,0,3,3,12,14
00886,2025-06-23,Behind Pace,9,0,4,8,14
00886,2025-06-30,On Pace,6,1,4,7,19
00886,2025-07-07,Very Behind Pace,2,4,0,6,14
00886,2025-07-14,Behind Pace,9,5,5,0,16
00886,2025-07-21,On Pace,4,6,1,17,15
00886,2025-07-28,Very Ahead of Pace,2,0,3,17,19
00886,2025-08-04,Ahead of Pace,0,7,2,21,16
00887,2024-08-05,On Pace,2,1,0,11,7
00887,2024-08-12,Ahead of Pace,0,7,2,18,7
00887,2024-08-19,Very Behind Pace,2,0,0,9,24
00887,2024-08-26,Ahead of Pace,7,5,3,10,7
00887,2024-09-02,Behind Pace,7,1,2,7,29
00887,2024-09-09,Behind Pace,12,0,2,3,18
00887,2024-09-16,On Pace,6,2,1,0,14
00887,2024-09-23,Behind Pace,6,3,8,13,16
00887,2024-09-30,On Pace,0,10,3,13,13
00887,2024-10-07,Very Behind Pace,3,2,0,5,29
00887,2024-10-14,Very Ahead of Pace,10,7,2,12,26
00887,2024-10-21,Very Ahead of Pace,7,3,1,13,12
00887,2024-10-28,Behind Pace,9,0,1,7,21
00887,2024-11-04,Very Behind Pace,12,4,0,22,13
00887,2024-11-11,Ahead of Pace,0,7,3,2,15
00887,2024-11-18,Very Ahead of Pace,5,7,0,5,21
00887,2024-11-25,On Pace,2,4,1,7,14
00887,2024-12-02,On Pace,4,5,0,12,13
00887,2024-12-09,Very Ahead of Pace,5,0,6,1,24
00887,2024-12-16,On Pace,9,4,0,2,13
00887,2024-12-23,Behind Pace,7,3,2,9,24
00887,2024-12-30,On Pace,4,0,4,12,0
00887,2025-01-06,Very Ahead of Pace,3,2,0,10,30
00887,2025-01-13,On Pace,4,1,7,6,6
00887,2025-01-20,On Pace,7,0,4,11,20
00887,2025-01-27,Behind Pace,9,3,2,14,10
00887,2025-02-03,On Pace,3,1,0,17,11
00887,2025-02-10,Very Ahead of Pace,16,8,2,6,7
00887,2025-02-17,On Pace,6,0,2,10,14
00887,2025-02-24,On Pace,10,0,2,5,11
00887,2025-03-03,Ahead of Pace,3,1,1,4,21
00887,2025-03-10,Ahead of Pace,6,0,1,20,17
00887,2025-03-17,Ahead of Pace,0,0,6,9,11
00887,2025-03-24,Ahead of Pace,8,6,6,8,13
00887,2025-03-31,Behind Pace,3,6,2,12,19
00887,2025-04-07,Very Ahead of Pace,6,0,2,5,11
00887,2025-04-14,Very Behind Pace,0,3,1,10,5
00887,2025-04-21,Very Ahead of Pace,4,7,0,5,12
00887,2025-04-28,Behind Pace,1,5,0,13,16
00887,2025-05-05,Very Behind Pace,3,0,0,4,6
00887,2025-05-12,Behind Pace,6,3,4,12,24
00887,2025-05-19,On Pace,3,7,0,17,11
00887,2025-05-26,Very Behind Pace,6,3,0,13,19
00887,2025-06-02,Ahead of Pace,3,5,1,5,18
00887,2025-06-09,Very Behind Pace,12,3,1,8,19
00887,2025-06-16,Ahead of Pace,3,4,3,6,8
00887,2025-06-23,Behind Pace,7,4,1,5,18
00887,2025-06-30,Ahead of Pace,6,6,1,13,7
00887,2025-07-07,Ahead of Pace,5,4,5,16,1
00887,2025-07-14,Behind Pace,13,0,0,9,8
00887,2025-07-21,Very Ahead of Pace,9,8,1,11,5
00887,2025-07-28,On Pace,1,7,1,11,1
00887,2025-08-04,Behind Pace,0,2,3,11,15
00888,2024-08-05,On Pace,5,3,2,7,1
00888,2024-08-12,Behind Pace,4,1,0,12,2
00888,2024-08-19,Behind Pace,2,2,0,6,8
00888,2024-08-26,On Pace,7,3,3,9,2
00888,2024-09-02,On Pace,2,8,2,5,0
00888,2024-09-09,Very Ahead of Pace,2,8,0,12,13
00888,2024-09-16,Very Behind Pace,4,6,1,12,19
00888,2024-09-23,Very Ahead of Pace,7,0,1,4,15
00888,2024-09-30,Very Ahead of Pace,1,6,6,9,9
00888,2024-10-07,Very Ahead of Pace,7,6,2,11,15
00888,2024-10-14,On Pace,12,0,5,13,14
00888,2024-10-21,Ahead of Pace,2,0,1,12,26
00888,2024-10-28,Ahead of Pace,1,1,2,11,11
00888,2024-11-04,Behind Pace,7,3,2,11,15
00888,2024-11-11,Very Behind Pace,4,2,1,12,20
00888,2024-11-18,Behind Pace,7,4,5,5,21
00888,2024-11-25,Very Behind Pace,0,3,0,7,19
00888,2024-12-02,Ahead of Pace,0,2,0,7,13
00888,2024-12-09,Ahead of Pace,11,4,4,3,13
00888,2024-12-16,On Pace,0,0,2,5,20
00888,2024-12-23,On Pace,7,5,3,11,15
00888,2024-12-30,Very Ahead of Pace,2,6,4,9,14
00888,2025-01-06,Ahead of Pace,5,5,1,8,10
00888,2025-01-13,Very Ahead of Pace,6,0,3,2,27
00888,2025-01-20,On Pace,10,3,4,15,17
00888,2025-01-27,Very Ahead of Pace,4,5,0,11,20
00888,2025-02-03,Behind Pace,5,5,4,17,21
00888,2025-02-10,Very Ahead of Pace,2,4,0,9,5
00888,2025-02-17,On Pace,11,3,3,7,15
00888,2025-02-24,On Pace,6,5,0,11,19
00888,2025-03-03,Behind Pace,5,4,4,11,11
00888,2025-03-10,Very Ahead of Pace,12,3,0,7,23
00888,2025-03-17,On Pace,8,2,0,11,10
00888,2025-03-24,Very Behind Pace,2,0,1,15,25
00888,2025-03-31,Very Ahead of Pace,10,0,3,7,13
00888,2025-04-07,Behind Pace,0,0,1,10,23
00888,2025-04-14,Behind Pace,2,3,2,6,5
00888,2025-04-21,On Pace,3,1,4,18,11
00888,2025-04-28,On Pace,6,4,0,8,14
00888,2025-05-05,On Pace,7,7,0,8,18
00888,2025-05-12,Behind Pace,6,5,3,5,19
00888,2025-05-19,On Pace,0,0,3,2,12
00888,2025-05-26,Behind Pace,0,3,3,2,13
00888,2025-06-02,Ahead of Pace,8,5,2,12,9
00888,2025-06-09,Ahead of Pace,11,4,4,7,16
00888,2025-06-16,Ahead of Pace,0,1,2,17,25
00888,2025-06-23,On Pace,0,3,0,10,15
00888,2025-06-30,Ahead of Pace,9,4,0,10,18
00888,2025-07-07,On Pace,7,4,4,12,17
00888,2025-07-14,Ahead of Pace,0,2,1,11,15
00888,2025-07-21,Behind Pace,0,0,2,2,9
00888,2025-07-28,Behind Pace,5,6,0,12,16
00888,2025-08-04,On Pace,3,4,2,3,28
00889,2024-08-05,On Pace,6,5,3,10,21
00889,2024-08-12,Behind Pace,1,1,3,11,0
00889,2024-08-19,Behind Pace,6,0,2,3,10
00889,2024-08-26,On Pace,2,1,4,10,16
00889,2024-09-02,Very Behind Pace,10,4,0,14,18
00889,2024-09-09,On Pace,0,6,0,6,20
00889,2024-09-16,Ahead of Pace,7,0,0,11,13
00889,2024-09-23,Ahead of Pace,2,2,3,13,9
00889,2024-09-30,Behind Pace,7,4,0,18,2
00889,2024-10-07,On Pace,12,3,1,7,19
00889,2024-10-14,On Pace,4,7,1,6,13
00889,2024-10-21,On Pace,2,1,2,9,13
00889,2024-10-28,Very Behind Pace,8,0,2,17,23
00889,2024-11-04,Ahead of Pace,7,0,3,0,9
00889,2024-11-11,Behind Pace,3,2,0,12,14
00889,2024-11-18,On Pace,5,2,2,1,16
00889,2024-11-25,On Pace,10,6,5,11,21
00889,2024-12-02,Behind Pace,9,5,0,13,20
00889,2024-12-09,Very Ahead of Pace,5,3,0,12,18
00889,2024-12-16,On Pace,6,3,2,15,12
00889,2024-12-23,On Pace,3,3,2,9,15
00889,2024-12-30,On Pace,0,1,1,24,16
00889,2025-01-06,Ahead of Pace,10,5,0,9,8
00889,2025-01-13,Behind Pace,6,0,4,6,16
00889,2025-01-20,On Pace,0,4,1,8,8
00889,2025-01-27,Very Ahead of Pace,0,0,1,15,11
00889,2025-02-03,Very Ahead of Pace,2,4,1,4,21
00889,2025-02-10,Very Behind Pace,6,0,0,4,19
00889,2025-02-17,Behind Pace,0,6,3,16,0
00889,2025-02-24,Very Ahead of Pace,2,2,0,10,7
00889,2025-03-03,On Pace,1,8,1,16,12
00889,2025-03-10,Behind Pace,6,5,0,7,21
00889,2025-03-17,On Pace,5,5,1,8,13
00889,2025-03-24,Behind Pace,5,2,1,0,14
00889,2025-03-31,Behind Pace,1,9,0,11,8
00889,2025-04-07,On Pace,0,1,1,9,22
00889,2025-04-14,Behind Pace,4,3,6,13,13
00889,2025-04-21,Behind Pace,7,2,6,3,8
00889,2025-04-28,Very Behind Pace,12,3,3,16,13
00889,2025-05-05,On Pace,5,4,0,15,6
00889,2025-05-12,Behind Pace,8,0,1,5,26
00889,2025-05-19,Ahead of Pace,2,7,1,5,10
00889,2025-05-26,On Pace,0,0,2,6,17
00889,2025-06-02,Behind Pace,0,3,1,3,7
00889,2025-06-09,Behind Pace,1,3,4,14,21
00889,2025-06-16,On Pace,10,5,2,14,13
00889,2025-06-23,Very Ahead of Pace,9,9,1,11,13
00889,2025-06-30,Behind Pace,0,4,0,3,9
00889,2025-07-07,On Pace,2,6,3,14,15
00889,2025-07-14,Ahead of Pace,8,0,0,13,16
00889,2025-07-21,Ahead of Pace,11,0,1,6,35
00889,2025-07-28,Very Behind Pace,4,2,0,12,20
00889,2025-08-04,Very Behind Pace,6,4,0,17,13
00890,2024-08-05,Ahead of Pace,5,2,3,12,10
00890,2024-08-12,Ahead of Pace,5,0,3,20,17
00890,2024-08-19,On Pace,1,0,1,1,15
00890,2024-08-26,On Pace,7,1,0,11,13
00890,2024-09-02,Very Ahead of Pace,7,2,0,10,19
00890,2024-09-09,On Pace,2,3,0,2,16
00890,2024-09-16,Ahead of Pace,0,6,0,3,7
00890,2024-09-23,Ahead of Pace,0,0,0,18,17
00890,2024-09-30,Ahead of Pace,0,4,0,17,14
00890,2024-10-07,Ahead of Pace,3,6,0,15,25
00890,2024-10-14,On Pace,3,0,4,4,13
00890,2024-10-21,Ahead of Pace,6,3,2,2,16
00890,2024-10-28,Behind Pace,6,3,0,11,0
00890,2024-11-04,Behind Pace,13,7,0,12,11
00890,2024-11-11,On Pace,6,7,1,3,21
00890,2024-11-18,Ahead of Pace,11,0,4,12,16
00890,2024-11-25,Behind Pace,0,6,0,7,26
00890,2024-12-02,Behind Pace,10,8,4,15,16
00890,2024-12-09,Ahead of Pace,4,2,3,5,9
00890,2024-12-16,On Pace,2,5,0,9,16
00890,2024-12-23,Ahead of Pace,4,0,2,2,5
00890,2024-12-30,On Pace,5,4,0,12,19
00890,2025-01-06,Ahead of Pace,0,2,0,23,16
00890,2025-01-13,Ahead of Pace,2,3,1,9,14
00890,2025-01-20,Very Behind Pace,0,6,5,10,19
00890,2025-01-27,Behind Pace,6,0,3,7,10
00890,2025-02-03,Very Ahead of Pace,2,0,0,11,17
00890,2025-02-10,Behind Pace,9,2,0,5,13
00890,2025-02-17,Ahead of Pace,5,5,2,2,27
00890,2025-02-24,Ahead of Pace,2,11,2,7,16
00890,2025-03-03,Ahead of Pace,4,3,2,18,10
00890,2025-03-10,Very Ahead of Pace,3,6,0,9,18
00890,2025-03-17,Behind Pace,4,0,3,7,9
00890,2025-03-24,Very Behind Pace,0,6,6,14,13
00890,2025-03-31,Behind Pace,5,7,0,13,3
00890,2025-04-07,Behind Pace,8,3,1,15,22
00890,2025-04-14,Behind Pace,4,9,2,9,27
00890,2025-04-21,Very Ahead of Pace,8,5,1,18,15
00890,2025-04-28,Ahead of Pace,5,3,0,10,27
00890,2025-05-05,Ahead of Pace,2,2,2,16,1
00890,2025-05-12,Very Ahead of Pace,13,9,3,14,10
00890,2025-05-19,On Pace,6,1,3,0,21
00890,2025-05-26,Ahead of Pace,7,5,2,11,11
00890,2025-06-02,On Pace,0,3,1,13,18
00890,2025-06-09,Behind Pace,8,3,1,8,15
00890,2025-06-16,Very Ahead of Pace,7,3,2,7,23
00890,2025-06-23,Very Behind Pace,0,6,0,7,18
00890,2025-06-30,Very Behind Pace,2,4,0,2,0
00890,2025-07-07,Ahead of Pace,8,5,0,8,11
00890,2025-07-14,On Pace,13,4,3,14,22
00890,2025-07-21,On Pace,6,4,2,12,14
00890,2025-07-28,Very Ahead of Pace,7,4,0,10,10
00890,2025-08-04,Ahead of Pace,11,5,2,10,15
00891,2024-08-05,On Pace,0,3,0,7,5
00891,2024-08-12,On Pace,4,8,3,20,16
00891,2024-08-19,Ahead of Pace,0,2,0,11,4
00891,2024-08-26,On Pace,8,5,2,3,1
00891,2024-09-02,Ahead of Pace,0,2,5,14,15
00891,2024-09-09,Ahead of Pace,7,1,2,3,13
00891,2024-09-16,On Pace,0,5,1,9,0
00891,2024-09-23,Ahead of Pace,9,4,4,5,15
00891,2024-09-30,Very Behind Pace,3,7,0,19,16
00891,2024-10-07,On Pace,1,4,1,4,28
00891,2024-10-14,Ahead of Pace,5,5,0,9,14
00891,2024-10-21,Very Behind Pace,10,3,5,16,15
00891,2024-10-28,On Pace,0,3,1,16,5
00891,2024-11-04,Ahead of Pace,8,5,1,9,8
00891,2024-11-11,Behind Pace,0,6,1,22,17
00891,2024-11-18,Behind Pace,3,8,4,6,15
00891,2024-11-25,Very Ahead of Pace,12,7,1,13,13
00891,2024-12-02,On Pace,5,3,3,5,16
00891,2024-12-09,Ahead of Pace,2,4,2,14,15
00891,2024-12-16,Very Ahead of Pace,0,0,0,3,20
00891,2024-12-23,Behind Pace,5,0,3,8,15
00891,2024-12-30,On Pace,4,3,0,10,3
00891,2025-01-06,Ahead of Pace,9,0,1,11,7
00891,2025-01-13,On Pace,7,4,3,9,26
00891,2025-01-20,Behind Pace,4,9,0,13,20
00891,2025-01-27,On Pace,4,0,1,20,25
00891,2025-02-03,Behind Pace,10,5,0,9,17
00891,2025-02-10,Ahead of Pace,9,6,0,13,18
00891,2025-02-17,Behind Pace,8,5,0,11,13
00891,2025-02-24,On Pace,9,5,1,10,7
00891,2025-03-03,Ahead of Pace,2,0,3,7,26
00891,2025-03-10,Behind Pace,1,5,0,3,17
00891,2025-03-17,Very Ahead of Pace,4,0,1,4,29
00891,2025-03-24,On Pace,5,0,1,11,9
00891,2025-03-31,Behind Pace,0,3,4,2,17
00891,2025-04-07,Behind Pace,1,4,1,20,28
00891,2025-04-14,Ahead of Pace,5,2,0,5,7
00891,2025-04-21,Behind Pace,11,1,0,3,3
00891,2025-04-28,Behind Pace,4,1,0,0,12
00891,2025-05-05,Very Behind Pace,1,2,0,13,13
00891,2025-05-12,Ahead of Pace,5,0,0,11,28
00891,2025-05-19,Ahead of Pace,4,0,3,14,26
00891,2025-05-26,Ahead of Pace,2,3,5,15,3
00891,2025-06-02,On Pace,2,2,2,16,3
00891,2025-06-09,Very Behind Pace,9,5,3,16,23
00891,2025-06-16,On Pace,0,2,0,10,32
00891,2025-06-23,Very Ahead of Pace,10,0,5,6,25
00891,2025-06-30,Very Behind Pace,0,5,2,10,19
00891,2025-07-07,Behind Pace,0,5,0,12,2
00891,2025-07-14,Ahead of Pace,7,3,3,11,14
00891,2025-07-21,On Pace,0,0,0,13,16
00891,2025-07-28,On Pace,6,0,3,4,27
00891,2025-08-04,Behind Pace,3,2,0,2,5
00892,2024-08-05,On Pace,0,4,0,12,16
00892,2024-08-12,Behind Pace,5,0,2,13,16
00892,2024-08-19,Behind Pace,4,4,2,2,23
00892,2024-08-26,Behind Pace,9,4,3,4,11
00892,2024-09-02,Ahead of Pace,5,4,3,4,12
00892,2024-09-09,On Pace,4,9,3,11,11
00892,2024-09-16,On Pace,0,0,0,7,22
00892,2024-09-23,Ahead of Pace,0,2,2,10,20
00892,2024-09-30,Ahead of Pace,8,1,6,18,24
00892,2024-10-07,On Pace,6,0,3,4,14
00892,2024-10-14,Very Ahead of Pace,4,0,2,12,7
00892,2024-10-21,Ahead of Pace,2,3,5,17,1
00892,2024-10-28,Very Behind Pace,0,11,0,7,4
00892,2024-11-04,On Pace,2,0,1,7,22
00892,2024-11-11,On Pace,6,3,1,11,10
00892,2024-11-18,On Pace,12,4,2,13,5
00892,2024-11-25,On Pace,3,3,2,7,1
00892,2024-12-02,Ahead of Pace,2,0,5,1,21
00892,2024-12-09,Very Ahead of Pace,9,0,5,8,3
00892,2024-12-16,On Pace,2,5,1,15,24
00892,2024-12-23,Very Behind Pace,4,4,6,4,21
00892,2024-12-30,Behind Pace,5,2,2,9,10
00892,2025-01-06,Ahead of Pace,6,3,2,12,13
00892,2025-01-13,On Pace,3,0,0,15,12
00892,2025-01-20,On Pace,6,0,7,10,21
00892,2025-01-27,On Pace,4,3,0,13,23
00892,2025-02-03,Very Ahead of Pace,3,1,0,19,12
00892,2025-02-10,Behind Pace,8,4,0,1,21
00892,2025-02-17,Very Behind Pace,2,7,0,16,10
00892,2025-02-24,Ahead of Pace,5,3,0,22,11
00892,2025-03-03,Very Behind Pace,3,1,4,1,0
00892,2025-03-10,On Pace,9,1,0,11,5
00892,2025-03-17,On Pace,4,4,3,8,14
00892,2025-03-24,On Pace,5,6,4,11,15
00892,2025-03-31,Very Ahead of Pace,9,7,5,12,8
00892,2025-04-07,Ahead of Pace,0,2,2,3,16
00892,2025-04-14,Very Behind Pace,6,0,0,12,10
00892,2025-04-21,Ahead of Pace,0,1,0,4,7
00892,2025-04-28,Ahead of Pace,2,2,1,7,12
00892,2025-05-05,Ahead of Pace,7,5,0,13,30
00892,2025-05-12,Behind Pace,9,4,4,2,17
00892,2025-05-19,Very Ahead of Pace,11,0,4,1,1
00892,2025-05-26,Very Ahead of Pace,2,9,2,8,9
00892,2025-06-02,Ahead of Pace,5,0,1,18,17
00892,2025-06-09,Behind Pace,4,2,5,7,23
00892,2025-06-16,On Pace,3,0,1,5,25
00892,2025-06-23,Very Ahead of Pace,5,4,4,5,7
00892,2025-06-30,Very Ahead of Pace,1,0,0,13,23
00892,2025-07-07,On Pace,7,3,1,12,6
00892,2025-07-14,Behind Pace,1,0,3,7,27
00892,2025-07-21,Very Ahead of Pace,18,5,2,6,8
00892,2025-07-28,Very Behind Pace,7,2,1,12,23
00892,2025-08-04,Ahead of Pace,6,6,0,4,7
00893,2024-08-05,On Pace,2,1,5,13,9
00893,2024-08-12,On Pace,10,3,4,13,0
00893,2024-08-19,Behind Pace,9,2,0,12,0
00893,2024-08-26,Behind Pace,6,5,2,9,15
00893,2024-09-02,On Pace,5,4,3,16,12
00893,2024-09-09,Ahead of Pace,0,5,4,14,28
00893,2024-09-16,On Pace,11,4,2,16,18
00893,2024-09-23,Ahead of Pace,8,1,0,4,20
00893,2024-09-30,Very Behind Pace,4,1,0,10,24
00893,2024-10-07,On Pace,2,0,5,16,13
00893,2024-10-14,Behind Pace,3,2,2,7,17
00893,2024-10-21,Behind Pace,7,0,2,18,8
00893,2024-10-28,On Pace,5,10,0,0,7
00893,2024-11-04,On Pace,3,0,5,6,21
00893,2024-11-11,On Pace,3,2,3,14,23
00893,2024-11-18,Very Ahead of Pace,4,7,0,7,7
00893,2024-11-25,On Pace,7,0,3,5,15
00893,2024-12-02,On Pace,2,4,4,14,20
00893,2024-12-09,On Pace,2,0,0,11,6
00893,2024-12-16,Behind Pace,0,0,3,7,12
00893,2024-12-23,Very Behind Pace,1,9,0,18,17
00893,2024-12-30,Very Ahead of Pace,0,5,1,8,18
00893,2025-01-06,On Pace,6,0,0,11,16
00893,2025-01-13,On Pace,2,4,2,16,7
00893,2025-01-20,Behind Pace,3,1,4,8,0
00893,2025-01-27,Behind Pace,0,6,2,12,18
00893,2025-02-03,Very Behind Pace,0,7,0,9,8
00893,2025-02-10,Ahead of Pace,7,0,1,7,15
00893,2025-02-17,Very Ahead of Pace,3,1,2,12,9
00893,2025-02-24,Ahead of Pace,0,7,3,11,10
00893,2025-03-03,Behind Pace,6,0,4,8,19
00893,2025-03-10,Very Behind Pace,5,1,0,1,9
00893,2025-03-17,Ahead of Pace,5,0,4,7,16
00893,2025-03-24,Behind Pace,8,0,0,7,13
00893,2025-03-31,On Pace,0,0,2,11,11
00893,2025-04-07,On Pace,14,3,4,8,12
00893,2025-04-14,Very Ahead of Pace,0,1,2,4,13
00893,2025-04-21,Very Behind Pace,10,1,4,14,12
00893,2025-04-28,On Pace,2,5,0,0,15
00893,2025-05-05,On Pace,2,6,2,12,16
00893,2025-05-12,On Pace,5,4,3,13,13
00893,2025-05-19,Ahead of Pace,5,0,0,12,15
00893,2025-05-26,Behind Pace,2,2,0,10,20
00893,2025-06-02,On Pace,9,0,1,3,14
00893,2025-06-09,Ahead of Pace,4,4,0,14,14
00893,2025-06-16,On Pace,10,6,5,10,8
00893,2025-06-23,Ahead of Pace,4,0,2,7,13
00893,2025-06-30,On Pace,0,4,3,10,18
00893,2025-07-07,Behind Pace,7,2,1,13,0
00893,2025-07-14,Behind Pace,1,3,4,16,29
00893,2025-07-21,Very Ahead of Pace,6,7,0,12,12
00893,2025-07-28,Very Behind Pace,7,0,0,11,14
00893,2025-08-04,Behind Pace,3,8,3,11,12
00894,2024-08-05,On Pace,5,2,4,10,17
00894,2024-08-12,Behind Pace,1,4,2,13,10
00894,2024-08-19,Ahead of Pace,14,0,2,3,23
00894,2024-08-26,Very Ahead of Pace,0,5,0,8,13
00894,2024-09-02,Ahead of Pace,5,0,2,10,8
00894,2024-09-09,On Pace,7,1,3,11,7
00894,2024-09-16,Very Ahead of Pace,2,3,2,10,5
00894,2024-09-23,Behind Pace,6,0,4,3,18
00894,2024-09-30,On Pace,7,2,4,14,8
00894,2024-10-07,On Pace,0,3,5,13,23
00894,2024-10-14,On Pace,7,1,0,8,16
00894,2024-10-21,Ahead of Pace,8,0,4,7,12
00894,2024-10-28,Behind Pace,6,6,2,0,22
00894,2024-11-04,Behind Pace,11,4,0,26,13
00894,2024-11-11,Very Behind Pace,6,3,1,9,9
00894,2024-11-18,On Pace,4,2,0,9,11
00894,2024-11-25,Behind Pace,3,1,3,9,6
00894,2024-12-02,On Pace,0,6,2,12,7
00894,2024-12-09,Behind Pace,7,0,0,17,28
00894,2024-12-16,Behind Pace,5,4,2,16,2
00894,2024-12-23,On Pace,3,10,3,9,22
00894,2024-12-30,Very Ahead of Pace,10,2,3,16,3
00894,2025-01-06,On Pace,8,1,3,4,23
00894,2025-01-13,On Pace,1,2,0,4,11
00894,2025-01-20,Very Behind Pace,10,3,3,8,8
00894,2025-01-27,Ahead of Pace,1,7,2,6,4
00894,2025-02-03,Ahead of Pace,0,5,1,6,32
00894,2025-02-10,Behind Pace,4,5,2,6,12
00894,2025-02-17,On Pace,5,4,3,4,25
00894,2025-02-24,On Pace,10,2,3,9,16
00894,2025-03-03,On Pace,1,0,2,19,2
00894,2025-03-10,Very Ahead of Pace,6,1,0,13,17
00894,2025-03-17,Behind Pace,5,1,7,14,22
00894,2025-03-24,Behind Pace,8,5,6,17,21
00894,2025-03-31,Ahead of Pace,4,5,0,10,25
00894,2025-04-07,Behind Pace,0,2,0,20,12
00894,2025-04-14,Behind Pace,0,2,3,7,13
00894,2025-04-21,Very Behind Pace,4,5,1,16,25
00894,2025-04-28,Ahead of Pace,7,1,2,8,24
00894,2025-05-05,Behind Pace,5,0,3,22,16
00894,2025-05-12,Behind Pace,4,3,2,2,10
00894,2025-05-19,Behind Pace,3,3,0,5,11
00894,2025-05-26,On Pace,6,3,0,12,22
00894,2025-06-02,On Pace,2,1,1,2,8
00894,2025-06-09,Ahead of Pace,0,4,2,0,6
00894,2025-06-16,Behind Pace,4,5,2,14,0
00894,2025-06-23,Very Ahead of Pace,2,0,0,11,5
00894,2025-06-30,Ahead of Pace,11,0,0,10,14
00894,2025-07-07,On Pace,18,1,3,11,17
00894,2025-07-14,On Pace,3,7,1,7,2
00894,2025-07-21,Ahead of Pace,2,5,2,8,13
00894,2025-07-28,Behind Pace,3,9,4,15,16
00894,2025-08-04,Ahead of Pace,4,2,1,5,15
00895,2024-08-05,On Pace,4,1,2,6,6
00895,2024-08-12,Ahead of Pace,1,5,0,15,8
00895,2024-08-19,Behind Pace,9,2,4,6,16
00895,2024-08-26,Very Ahead of Pace,7,5,0,4,7
00895,2024-09-02,Behind Pace,3,0,4,10,20
00895,2024-09-09,Behind Pace,12,0,5,7,17
00895,2024-09-16,On Pace,0,6,0,11,9
00895,2024-09-23,Ahead of Pace,4,8,7,21,7
00895,2024-09-30,Ahead of Pace,0,1,3,16,14
00895,2024-10-07,On Pace,0,0,4,8,24
00895,2024-10-14,Behind Pace,9,4,0,12,12
00895,2024-10-21,Very Behind Pace,0,1,0,5,20
00895,2024-10-28,Ahead of Pace,0,4,1,3,21
00895,2024-11-04,Behind Pace,7,4,0,15,11
00895,2024-11-11,On Pace,4,5,0,8,17
00895,2024-11-18,On Pace,2,4,1,16,25
00895,2024-11-25,Very Behind Pace,9,0,0,10,23
00895,2024-12-02,On Pace,4,3,2,11,15
00895,2024-12-09,Behind Pace,0,6,2,10,23
00895,2024-12-16,Very Behind Pace,10,7,0,7,14
00895,2024-12-23,Ahead of Pace,0,1,1,7,13
00895,2024-12-30,Behind Pace,0,1,2,18,16
00895,2025-01-06,Ahead of Pace,11,5,2,0,10
00895,2025-01-13,Ahead of Pace,16,0,2,0,8
00895,2025-01-20,Behind Pace,0,2,5,7,12
00895,2025-01-27,Very Ahead of Pace,8,3,0,19,12
00895,2025-02-03,Very Behind Pace,0,0,2,24,15
00895,2025-02-10,Ahead of Pace,3,5,2,18,1
00895,2025-02-17,On Pace,3,7,3,8,17
00895,2025-02-24,Behind Pace,7,3,1,12,23
00895,2025-03-03,Very Behind Pace,5,4,3,2,7
00895,2025-03-10,Very Ahead of Pace,5,3,3,9,15
00895,2025-03-17,On Pace,0,0,0,15,21
00895,2025-03-24,Ahead of Pace,7,4,2,5,23
00895,2025-03-31,On Pace,7,0,2,13,18
00895,2025-04-07,Very Behind Pace,4,1,0,1,10
00895,2025-04-14,On Pace,5,2,3,15,14
00895,2025-04-21,Behind Pace,5,3,1,8,12
00895,2025-04-28,Behind Pace,1,0,4,3,25
